CiteKey,Lat,Lon,Class,FishFamily,FishSp,SppGrouped,HighlyMigratory,HabitatZone,Lifestage,HabitatType,HabitatSpecies,HabitatFunction,MicroHabitat,ObsType,DepthZone,AreaOfStudy,FisheryImpact,FishStock,FishStockReason,NotesFishery,,Notes
npfmc2016fishery,53,-163,actinopterygii,sebastidae,sebastes variabilis,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and larger rocks; associated with large vase shaped sponges of unknown species,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,sebastidae,sebastes variabilis,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and larger rocks; associated with large vase shaped sponges of unknown species,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,sebastidae,sebastes variabilis,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and larger rocks; associated with large vase shaped sponges of unknown species,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,juvenile,rock; coral,farrea occa; metridium farcimen; primnoa spp,food; shelter,found in in rocky areas such as caves; crevices; overhangs,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,juvenile,rock; coral,farrea occa; metridium farcimen; primnoa spp,food; shelter,found in in rocky areas such as caves; crevices; overhangs,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,juvenile,rock; coral,farrea occa; metridium farcimen; primnoa spp,food; shelter,found in in rocky areas such as caves; crevices; overhangs,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,juvenile,rock; coral,farrea occa; metridium farcimen; primnoa spp,food; shelter,found in in rocky areas such as caves; crevices; overhangs,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,juvenile,rock; coral,farrea occa; metridium farcimen; primnoa spp,food; shelter,found in in rocky areas such as caves; crevices; overhangs,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and boulders; gorgonian corals,catch-survey,<1000,>100ha,,,,,,increasing density with increasing habitat complexity: deep water boulder fields consisting of very large boulders have significantly higher densities than other rock habitats 
npfmc2016fishery,55,-152,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and boulders; gorgonian corals,catch-survey,<1000,>100ha,,,,,,increasing density with increasing habitat complexity: deep water boulder fields consisting of very large boulders have significantly higher densities than other rock habitats 
npfmc2016fishery,53,-163,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and boulders; gorgonian corals,catch-survey,<1000,>100ha,,,,,,increasing density with increasing habitat complexity: deep water boulder fields consisting of very large boulders have significantly higher densities than other rock habitats 
npfmc2016fishery,52,-180,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and boulders; gorgonian corals,catch-survey,<1000,>100ha,,,,,,increasing density with increasing habitat complexity: deep water boulder fields consisting of very large boulders have significantly higher densities than other rock habitats 
npfmc2016fishery,60,-170,actinopterygii,sebastidae,sebastes ruberrimus,,,benthopelagic,adult,sand; rock; coral,,food; shelter,rock inlcudes cobble and boulders; gorgonian corals,catch-survey,<1000,>100ha,,,,,,increasing density with increasing habitat complexity: deep water boulder fields consisting of very large boulders have significantly higher densities than other rock habitats 
npfmc2016fishery,52,-140,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,eggs,,,physiochem,eggs float in the water column,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,eggs,,,physiochem,eggs float in the water column,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,eggs,,,physiochem,eggs float in the water column,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,eggs,,,physiochem,eggs float in the water column,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,eggs,,,physiochem,eggs float in the water column,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,sebastidae,sebastolobus alascanus,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,juvenile,mud; rock,,food; shelter,rock inlcudes gravel,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,juvenile,mud; rock,,food; shelter,rock inlcudes gravel,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,juvenile,mud; rock,,food; shelter,rock inlcudes gravel,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,juvenile,mud; rock,,food; shelter,rock inlcudes gravel,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,juvenile,mud; rock,,food; shelter,rock inlcudes gravel,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,adult,soft-sediment; mud; sand; rock,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<4000,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,adult,soft-sediment; mud; sand; rock,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<4000,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,adult,soft-sediment; mud; sand; rock,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<4000,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,adult,soft-sediment; mud; sand; rock,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<4000,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,sebastidae,sebastolobus alascanus,,,benthopelagic,adult,soft-sediment; mud; sand; rock,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<4000,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthic,eggs,rock; macroalgae,,shelter; physiochem,rock includes gravel; cobbles and larger rocks; water temperature 3 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthic,eggs,rock; macroalgae,,shelter; physiochem,rock includes gravel; cobbles and larger rocks; water temperature 3 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthic,eggs,rock; macroalgae,,shelter; physiochem,rock includes gravel; cobbles and larger rocks; water temperature 3 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthic,eggs,rock; macroalgae,,shelter; physiochem,rock includes gravel; cobbles and larger rocks; water temperature 3 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthic,eggs,rock; macroalgae,,shelter; physiochem,rock includes gravel; cobbles and larger rocks; water temperature 3 to 10 degrees celcius,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<50,>100ha,,,,,,planktonic larvae that have been found up to 800 km from shore 
npfmc2016fishery,55,-152,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<50,>100ha,,,,,,planktonic larvae that have been found up to 800 km from shore 
npfmc2016fishery,53,-163,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<50,>100ha,,,,,,planktonic larvae that have been found up to 800 km from shore 
npfmc2016fishery,52,-180,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<50,>100ha,,,,,,planktonic larvae that have been found up to 800 km from shore 
npfmc2016fishery,60,-170,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,epipelagic,larvae,,,physiochem,planktonic larvae ,catch-survey,<50,>100ha,,,,,,planktonic larvae that have been found up to 800 km from shore 
npfmc2016fishery,52,-140,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,neritic,juvenile,,,food; shelter,rock inlcudes gravel,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,neritic,juvenile,,,food; shelter,rock inlcudes gravel,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,neritic,juvenile,,,food; shelter,rock inlcudes gravel,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,neritic,juvenile,,,food; shelter,rock inlcudes gravel,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,neritic,juvenile,,,food; shelter,rock inlcudes gravel,catch-survey,<200,>100ha,,,,,,
npfmc2016fishery,52,-140,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthopelagic,adult,sand; rock; reef; coral; macroalgae,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,55,-152,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthopelagic,adult,sand; rock; reef; coral; macroalgae,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,53,-163,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthopelagic,adult,sand; rock; reef; coral; macroalgae,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-180,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthopelagic,adult,sand; rock; reef; coral; macroalgae,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,60,-170,actinopterygii,hexagrammidae,pleurogrammus monopterygius,,,benthopelagic,adult,sand; rock; reef; coral; macroalgae,,food; shelter,rock inlcudes gravel; cobble and larger rocks,catch-survey,<1000,>100ha,,,,,,
npfmc2016fishery,52,-140,chondrichthyes,squalidae,squalus acanthias,,,neritic; pelagic,adult,,,food; shelter,,catch-survey,<1000,>100ha,,,,,,they are mostly found at 200 m or less on shelf and neritic; they are often found in aggregations 
npfmc2016fishery,55,-152,chondrichthyes,squalidae,squalus acanthias,,,neritic; pelagic,adult,,,food; shelter,,catch-survey,<1000,>100ha,,,,,,they are mostly found at 200 m or less on shelf and neritic; they are often found in aggregations 
npfmc2016fishery,53,-163,chondrichthyes,squalidae,squalus acanthias,,,neritic; pelagic,adult,,,food; shelter,,catch-survey,<1000,>100ha,,,,,,they are mostly found at 200 m or less on shelf and neritic; they are often found in aggregations 
npfmc2016fishery,52,-180,chondrichthyes,squalidae,squalus acanthias,,,neritic; pelagic,adult,,,food; shelter,,catch-survey,<1000,>100ha,,,,,,they are mostly found at 200 m or less on shelf and neritic; they are often found in aggregations 
npfmc2016fishery,60,-170,chondrichthyes,squalidae,squalus acanthias,,,neritic; pelagic,adult,,,food; shelter,,catch-survey,<1000,>100ha,,,,,,they are mostly found at 200 m or less on shelf and neritic; they are often found in aggregations 
pfmc1998amendment,36.5,-125,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,eggs,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,eggs are most abundant 14 degrees celcius
pfmc1998amendment,42.5,-127.5,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,eggs,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,eggs are most abundant 14 degrees celcius
pfmc1998amendment,47,-127.5,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,eggs,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,eggs are most abundant 14 degrees celcius
pfmc1998amendment,36.5,-125,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,larvae,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,eggs are most abundant 14 degrees celcius
pfmc1998amendment,42.5,-127.5,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,larvae,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,eggs are most abundant 14 degrees celcius
pfmc1998amendment,47,-127.5,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,larvae,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,eggs are most abundant 14 degrees celcius
pfmc1998amendment,36.5,-125,actinopterygii,engraulidae,engraulis mordax,,,neritic; epipelagic,juvenile,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,engraulidae,engraulis mordax,,,neritic; epipelagic,juvenile,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,engraulidae,engraulis mordax,,,neritic; epipelagic,juvenile,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,adult,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,adult,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,engraulidae,engraulis mordax,,,epipelagic,adult,,,physiochem,water temp between 12 and 21.5 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,eggs,,,physiochem,water temp between 14 and 16 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,eggs,,,physiochem,water temp between 14 and 16 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,eggs,,,physiochem,water temp between 14 and 16 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,larvae,,,physiochem,water temp between 14 and 16 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,larvae,,,physiochem,water temp between 14 and 16 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,larvae,,,physiochem,water temp between 14 and 16 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,juvenile,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,juvenile,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,juvenile,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,adult,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,adult,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,clupeidae,sardinops sagax,,,epipelagic,adult,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,eggs,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,eggs,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,eggs,,,physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,larvae,,,food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,larvae,,,food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,larvae,,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,juvenile,rock; reef; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,juvenile,rock; reef; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,juvenile,rock; reef; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,adult,rock; reef; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,adult,rock; reef; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,carangidae,trachurus symmetricus,,,epipelagic,adult,rock; reef; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,scombridae,scomber japonicus,,,epipelagic,eggs,,,physiochem,water temp around 14 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,scombridae,scomber japonicus,,,epipelagic,eggs,,,physiochem,water temp around 14 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,scombridae,scomber japonicus,,,epipelagic,eggs,,,physiochem,water temp around 14 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,scombridae,scomber japonicus,,,epipelagic,larvae,,,food; physiochem,water temp around 14 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,scombridae,scomber japonicus,,,epipelagic,larvae,,,food; physiochem,water temp around 14 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,scombridae,scomber japonicus,,,epipelagic,larvae,,,food; physiochem,water temp around 14 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,scombridae,scomber japonicus,,,neritic; epipelagic,juvenile,sand; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,scombridae,scomber japonicus,,,neritic; epipelagic,juvenile,sand; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,scombridae,scomber japonicus,,,neritic; epipelagic,juvenile,sand; macroalgae,,shelter; food; physiochem,water temp between 10 and 26 degrees celcius,catch-survey,<50,>100ha,,,,,,
pfmc1998amendment,36.5,-125,actinopterygii,scombridae,scomber japonicus,,,neritic; epipelagic,adult,,,shelter; food; physiochem,water temp between 10 and 22.2 degrees celcius,catch-survey,<1000,>100ha,,,,,,
pfmc1998amendment,42.5,-127.5,actinopterygii,scombridae,scomber japonicus,,,neritic; epipelagic,adult,,,shelter; food; physiochem,water temp between 10 and 22.2 degrees celcius,catch-survey,<1000,>100ha,,,,,,
pfmc1998amendment,47,-127.5,actinopterygii,scombridae,scomber japonicus,,,neritic; epipelagic,adult,,,shelter; food; physiochem,water temp between 10 and 22.2 degrees celcius,catch-survey,<1000,>100ha,,,,,,
pfmc2016fishery,36.5,-125,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,juvenile,,,shelter; food; physiochem,habitat concentrations off southern and central california and the area of the columbia river plume; associated with sst between 10çc and 20çc in waters of the north pacific transition zone in dissolved oxygen saturation levels greater than 60%,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,42.5,-127.5,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,juvenile,,,shelter; food; physiochem,habitat concentrations off southern and central california and the area of the columbia river plume; associated with sst between 10çc and 20çc in waters of the north pacific transition zone in dissolved oxygen saturation levels greater than 60%,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,47,-127.5,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,juvenile,,,shelter; food; physiochem,habitat concentrations off southern and central california and the area of the columbia river plume; associated with sst between 10çc and 20çc in waters of the north pacific transition zone in dissolved oxygen saturation levels greater than 60%,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,36.5,-125,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,shelter; food; physiochem,sst between 14çC and 25çC in waters of the north pacific transition zone in dissolved oxygen saturation levels greater than 60%. ,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,42.5,-127.5,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,shelter; food; physiochem,sst between 14çC and 25çC in waters of the north pacific transition zone in dissolved oxygen saturation levels greater than 60%. ,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,47,-127.5,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,shelter; food; physiochem,sst between 14çC and 25çC in waters of the north pacific transition zone in dissolved oxygen saturation levels greater than 60%. ,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,36.5,-125,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,juvenile,,,shelter; food; physiochem,associated with sst between 13 and 29 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,42.5,-127.5,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,juvenile,,,shelter; food; physiochem,associated with sst between 13 and 29 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,47,-127.5,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,juvenile,,,shelter; food; physiochem,associated with sst between 13 and 29 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,36.5,-125,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,shelter; food; physiochem,associated with sst between 13 and 29 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,42.5,-127.5,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,shelter; food; physiochem,associated with sst between 13 and 29 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,47,-127.5,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,shelter; food; physiochem,associated with sst between 13 and 29 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,36.5,-125,actinopterygii,scombridae,katsuwonus pelamis,,y,epipelagic,adult,,,shelter; food; physiochem,associated with sst between 18 and 20 degrees celcius and dissolved oxygen level 3.5 ppm ,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,42.5,-127.5,actinopterygii,scombridae,katsuwonus pelamis,,y,epipelagic,adult,,,shelter; food; physiochem,associated with sst between 18 and 20 degrees celcius and dissolved oxygen level 3.5 ppm ,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,47,-127.5,actinopterygii,scombridae,katsuwonus pelamis,,y,epipelagic,adult,,,shelter; food; physiochem,associated with sst between 18 and 20 degrees celcius and dissolved oxygen level 3.5 ppm ,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,36.5,-125,actinopterygii,scombridae,thunnus albacares,,y,epipelagic,juvenile,,,shelter; food; physiochem,associated with sst between 18 and 31 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,42.5,-127.5,actinopterygii,scombridae,thunnus albacares,,y,epipelagic,juvenile,,,shelter; food; physiochem,associated with sst between 18 and 31 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
pfmc2016fishery,47,-127.5,actinopterygii,scombridae,thunnus albacares,,y,epipelagic,juvenile,,,shelter; food; physiochem,associated with sst between 18 and 31 degrees celcius in waters,catch-survey,<200,>100ha,,,,,,
