CiteKey,Lat,Lon,Class,FishFamily,FishSp,SppGrouped,HighlyMigratory,HabitatZone,Lifestage,HabitatType,HabitatSpecies,HabitatFunction,MicroHabitat,ObsType,DepthZone,AreaOfStudy,FisheryImpact,FishStock,FishStockReason,NotesFishery,,Notes
nmfs2009migratory,28.64,-94.65,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,25.92,-79.71,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.78,-79.93,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,30.84,-80.5,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,32.54,-79.27,actinopterygii,scombridae,thunnus thynnus,,y,epipelagic,larvae,,,food; physiochem,found in approx water temp 26 degrees celcius; salinity 36 ppt,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,34.32,-76.24,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,38.36,-74.37,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,39.94,-71.76,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,41.41,-69.1,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.92,-79.71,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.78,-79.93,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,30.84,-80.5,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,32.54,-79.27,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,34.32,-76.24,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,38.36,-74.37,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,39.94,-71.76,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,41.41,-69.1,actinopterygii,scombridae,thunnus thynnus,,y,neritic; benthopelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,spawning,,,physiochem,above 20 degrees celcius,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,spawning,,,physiochem,above 20 degrees celcius,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,spawning,,,physiochem,above 20 degrees celcius,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,spawning,,,physiochem,above 20 degrees celcius,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,spawning,,,physiochem,above 20 degrees celcius,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,spawning,,,physiochem,above 20 degrees celcius,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,spawning,,,physiochem,above 20 degrees celcius,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,eggs,,,physiochem,,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,eggs,,,physiochem,,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,eggs,,,physiochem,,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,eggs,,,physiochem,,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,eggs,,,physiochem,,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,eggs,,,physiochem,,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,eggs,,,physiochem,,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,larvae,,,food; physiochem,found between SST 24 to 29 degrees celcius,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,larvae,,,food; physiochem,found between SST 24 to 29 degrees celcius,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,larvae,,,food; physiochem,found between SST 24 to 29 degrees celcius,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,larvae,,,food; physiochem,found between SST 24 to 29 degrees celcius,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,larvae,,,food; physiochem,found between SST 24 to 29 degrees celcius,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,larvae,,,food; physiochem,found between SST 24 to 29 degrees celcius,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,xiphiidae,xiphias gladius,,y,epipelagic,larvae,,,food; physiochem,found between SST 24 to 29 degrees celcius,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.92,-79.71,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.78,-79.93,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,30.84,-80.5,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,32.54,-79.27,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,34.32,-76.24,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,38.36,-74.37,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,39.94,-71.76,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,41.41,-69.1,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.92,-79.71,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.78,-79.93,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,30.84,-80.5,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,32.54,-79.27,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,34.32,-76.24,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,38.36,-74.37,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,39.94,-71.76,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,41.41,-69.1,actinopterygii,xiphiidae,xiphias gladius,,y,neritic; epipelagic; mesopelagic,adult,,,food; shelter; physiochem,concentration of fish around ocean fronts; boundary currents,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,36.92,-74.92,actinopterygii,scombridae,thunnus alalunga,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,39.63,-72.86,actinopterygii,scombridae,thunnus alalunga,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,40.73,-66.75,actinopterygii,scombridae,thunnus alalunga,,y,neritic; epipelagic,juvenile,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,36.92,-74.92,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,39.63,-72.86,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,40.73,-66.75,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,33.17,-75.93,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,27.07,-86.3,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,26.1,-92.06,actinopterygii,scombridae,thunnus alalunga,,y,epipelagic,adult,,,food; shelter; physiochem,water temp between 13 and 25 degrees celcuis,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,25.92,-79.71,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,28.78,-79.93,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,30.84,-80.5,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,32.54,-79.27,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,34.32,-76.24,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,38.36,-74.37,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,39.94,-71.76,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,41.41,-69.1,actinopterygii,scombridae,thunnus obesus,,y,epipelagic,juvenile,,,food; shelter; physiochem,associated with floating objects; whale sharks and seamounts,catch-survey,<200,>100ha,,,,,,
nmfs2009migratory,26.64,-96.8,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.11,-95.97,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.64,-94.65,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.43,-90.83,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,29.62,-87.96,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.38,-84.21,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.28,-82.74,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,25.92,-79.71,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,28.78,-79.93,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,30.84,-80.5,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,32.54,-79.27,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,34.32,-76.24,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,38.36,-74.37,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,39.94,-71.76,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nmfs2009migratory,41.41,-69.1,actinopterygii,scombridae,thunnus obesus,,y,epipelagic; mesopelagic,adult,,,food; shelter; physiochem,,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,37.5,-74.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,39.5,-72.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,40.5,-69.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,42.5,-68.5,actinopterygii,phycidae,urophycis tenuis,`,,epipelagic,eggs,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,37.5,-74.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,larvae,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,39.5,-72.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,larvae,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,40.5,-69.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,larvae,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,42.5,-68.5,actinopterygii,phycidae,urophycis tenuis,`,,epipelagic,larvae,,,physiochem,planktonic,catch-survey,<200,>100ha,,,,,,
nefmc2014habitat,37.5,-74.5,actinopterygii,phycidae,urophycis tenuis,,,neritic; epipelagic,juvenile,seagrass,,food; shelter; physochem,found on and off the shelf,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,39.5,-72.5,actinopterygii,phycidae,urophycis tenuis,,,neritic; epipelagic,juvenile,seagrass,,food; shelter; physochem,found on and off the shelf,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,40.5,-69.5,actinopterygii,phycidae,urophycis tenuis,,,neritic; epipelagic,juvenile,seagrass,,food; shelter; physochem,found on and off the shelf,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,42.5,-68.5,actinopterygii,phycidae,urophycis tenuis,,,neritic; epipelagic,juvenile,seagrass,,food; shelter; physochem,found on and off the shelf,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,37.5,-74.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,adult,mud; soft-sediment,,food; shelter; physochem,found on continetnal slope,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,39.5,-72.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,adult,mud; soft-sediment,,food; shelter; physochem,found on continetnal slope,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,40.5,-69.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,adult,mud; soft-sediment,,food; shelter; physochem,found on continetnal slope,catch-survey,<1000,>100ha,,,,,,
nefmc2014habitat,42.5,-68.5,actinopterygii,phycidae,urophycis tenuis,,,epipelagic,adult,mud; soft-sediment,,food; shelter; physochem,found on continetnal slope,catch-survey,<1000,>100ha,,,,,,
gomfmc2004habitat,26.64,-96.8,chondrichthyes,sphyrnidae,sphyrna tiburo,,,neritic; benthic,juvenile,sand; mud; soft-sediment,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
gomfmc2004habitat,28.11,-95.97,chondrichthyes,sphyrnidae,sphyrna tiburo,,,neritic; benthic,juvenile,sand; mud; soft-sediment,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
gomfmc2004habitat,28.64,-94.65,chondrichthyes,sphyrnidae,sphyrna tiburo,,,neritic; benthic,juvenile,sand; mud; soft-sediment,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
gomfmc2004habitat,28.43,-90.83,chondrichthyes,sphyrnidae,sphyrna tiburo,,,neritic; benthic,juvenile,sand; mud; soft-sediment,,food; shelter; physiochem,,catch-survey,<200,>100ha,,,,,,
